,Accident_Index,Accident_Severity,Date,Day_of_Week,Light_Conditions,Number_of_Casualties,Number_of_Vehicles,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Road_Surface_Conditions,Speed_limit,Time,Weather_Conditions,Year_y
1567,200501CW10573,Slight,21/04/2005,Thursday,Daylight,1,1,0.0,8.0,Dry,30,3:00,Fine no high winds,2005
1568,200501CW10574,Slight,01/04/2005,Friday,Darkness - lights lit,4,3,0.0,0.0,Dry,40,20:54,Fine no high winds,2005
1569,200501CW10575,Slight,24/04/2005,Sunday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,2:14,Fine no high winds,2005
1570,200501CW10577,Slight,24/04/2005,Sunday,Daylight,1,3,0.0,0.0,Dry,30,7:43,Fine no high winds,2005
1571,200501CW10578,Slight,25/04/2005,Monday,Daylight,1,2,0.0,5.0,Wet or damp,30,12:33,Fine no high winds,2005
1572,200501CW10579,Serious,26/04/2005,Tuesday,Daylight,2,1,0.0,5.0,Dry,30,19:31,Fine no high winds,2005
1573,200501CW10580,Slight,18/02/2005,Friday,Daylight,1,2,0.0,0.0,Dry,30,11:50,Fine no high winds,2005
1574,200501CW10581,Serious,24/02/2005,Thursday,Daylight,1,1,0.0,1.0,Wet or damp,30,15:30,Fine no high winds,2005
1575,200501CW10582,Slight,04/05/2005,Wednesday,Daylight,1,1,0.0,0.0,Dry,30,16:35,Fine no high winds,2005
1576,200501CW10583,Slight,27/04/2005,Wednesday,Daylight,1,1,0.0,0.0,Wet or damp,30,12:05,Fine no high winds,2005
1577,200501CW10584,Slight,29/04/2005,Friday,Daylight,1,1,0.0,0.0,Dry,30,9:00,Fine no high winds,2005
1578,200501CW10585,Slight,29/04/2005,Friday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,21:33,Fine no high winds,2005
1579,200501CW10586,Slight,29/04/2005,Friday,Daylight,1,1,0.0,0.0,Dry,30,15:49,Fine no high winds,2005
1580,200501CW10587,Slight,29/04/2005,Friday,Daylight,1,2,0.0,5.0,Dry,30,19:11,Fine no high winds,2005
1581,200501CW10587,Slight,29/04/2005,Friday,Daylight,1,2,0.0,5.0,Dry,30,19:11,Fine no high winds,2005
1582,200501CW10588,Slight,30/04/2005,Saturday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,2:30,Fine no high winds,2005
1583,200501CW10589,Slight,30/04/2005,Saturday,Daylight,1,1,0.0,8.0,Dry,40,17:34,Fine no high winds,2005
1584,200501CW10590,Slight,01/05/2005,Sunday,Daylight,1,1,0.0,0.0,Dry,30,15:00,Fine no high winds,2005
1585,200501CW10591,Slight,02/05/2005,Monday,Daylight,1,2,0.0,4.0,Dry,30,14:10,Fine no high winds,2005
1586,200501CW10592,Slight,02/05/2005,Monday,Daylight,1,1,0.0,0.0,Dry,30,17:24,Fine no high winds,2005
1587,200501CW10593,Slight,03/05/2005,Tuesday,Daylight,1,2,0.0,8.0,Dry,30,18:09,Fine no high winds,2005
1588,200501CW10594,Slight,03/05/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,18:03,Fine no high winds,2005
1589,200501CW10595,Slight,25/04/2005,Monday,Daylight,1,3,0.0,1.0,Dry,30,15:08,Fine no high winds,2005
1590,200501CW10596,Slight,04/05/2005,Wednesday,Daylight,1,2,0.0,5.0,Dry,30,8:30,Fine no high winds,2005
1591,200501CW10597,Slight,04/05/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,8:30,Fine no high winds,2005
1592,200501CW10597,Slight,04/05/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,8:30,Fine no high winds,2005
1593,200501CW10598,Slight,04/05/2005,Wednesday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,0:05,Fine no high winds,2005
1594,200501CW10599,Slight,05/05/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,19:45,Fine no high winds,2005
1595,200501CW10600,Slight,05/05/2005,Thursday,Darkness - lights lit,1,1,0.0,5.0,Dry,30,2:16,Fine no high winds,2005
1596,200501CW10602,Slight,05/05/2005,Thursday,Daylight,1,1,0.0,0.0,Dry,30,8:15,Fine no high winds,2005
1597,200501CW10604,Serious,03/05/2005,Tuesday,Daylight,1,1,0.0,4.0,Dry,30,15:00,Fine no high winds,2005
1598,200501CW10606,Slight,08/05/2005,Sunday,Daylight,1,2,0.0,0.0,Dry,30,18:00,Fine no high winds,2005
1599,200501CW10607,Slight,06/05/2005,Friday,Daylight,1,1,0.0,0.0,Dry,30,14:54,Fog or mist,2005
1600,200501CW10608,Slight,06/05/2005,Friday,Daylight,1,2,0.0,0.0,Dry,30,8:30,Fine no high winds,2005
1601,200501CW10609,Slight,07/05/2005,Saturday,Daylight,1,2,0.0,5.0,Dry,30,15:06,Fine no high winds,2005
1602,200501CW10610,Slight,07/05/2005,Saturday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,21:28,Fine no high winds,2005
1603,200501CW10610,Slight,07/05/2005,Saturday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,21:28,Fine no high winds,2005
1604,200501CW10611,Slight,07/05/2005,Saturday,Darkness - lights lit,1,2,0.0,5.0,Wet or damp,30,1:25,Fine no high winds,2005
1605,200501CW10613,Slight,07/05/2005,Saturday,Darkness - lights lit,1,1,0.0,0.0,Wet or damp,30,0:49,Raining no high winds,2005
1606,200501CW10614,Serious,07/05/2005,Saturday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,23:30,Fine no high winds,2005
1607,200501CW10615,Slight,07/05/2005,Saturday,Daylight,1,1,0.0,0.0,Wet or damp,30,15:37,Fine no high winds,2005
1608,200501CW10616,Serious,08/05/2005,Sunday,Daylight,2,1,0.0,0.0,Dry,30,16:42,Fine no high winds,2005
1609,200501CW10617,Slight,08/04/2005,Friday,Darkness - lighting unknown,1,2,0.0,0.0,Dry,30,21:10,Unknown,2005
1610,200501CW10618,Slight,09/05/2005,Monday,Daylight,1,2,0.0,0.0,Dry,30,14:00,Fine no high winds,2005
1611,200501CW10619,Slight,10/05/2005,Tuesday,Daylight,1,1,0.0,5.0,Wet or damp,30,12:17,Fine no high winds,2005
1612,200501CW10620,Slight,11/05/2005,Wednesday,Daylight,1,2,0.0,5.0,Dry,30,9:35,Fine no high winds,2005
1613,200501CW10621,Slight,04/05/2005,Wednesday,Daylight,1,2,0.0,5.0,Dry,30,8:05,Fine no high winds,2005
1614,200501CW10622,Slight,04/05/2005,Wednesday,Daylight,1,1,0.0,4.0,Dry,30,20:25,Fine no high winds,2005
1615,200501CW10623,Slight,05/05/2005,Thursday,Daylight,1,2,0.0,5.0,Dry,30,19:11,Fine no high winds,2005
1616,200501CW10624,Slight,10/05/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,15:49,Fine no high winds,2005
1617,200501CW10625,Slight,11/05/2005,Wednesday,Daylight,1,2,0.0,5.0,Dry,30,12:06,Fine no high winds,2005
1618,200501CW10625,Slight,11/05/2005,Wednesday,Daylight,1,2,0.0,5.0,Dry,30,12:06,Fine no high winds,2005
1619,200501CW10627,Slight,11/05/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,8:15,Fine no high winds,2005
1620,200501CW10628,Serious,11/05/2005,Wednesday,Daylight,2,1,0.0,5.0,Dry,30,15:00,Fine no high winds,2005
1621,200501CW10629,Slight,11/05/2005,Wednesday,Daylight,1,2,0.0,5.0,Dry,30,14:51,Fine no high winds,2005
1622,200501CW10630,Slight,12/05/2005,Thursday,Daylight,1,2,0.0,5.0,Dry,30,17:30,Fine no high winds,2005
1623,200501CW10631,Slight,12/05/2005,Thursday,Daylight,1,1,0.0,1.0,Dry,30,12:57,Fine no high winds,2005
1624,200501CW10632,Slight,03/05/2005,Tuesday,Daylight,2,2,0.0,0.0,Dry,30,17:52,Fine no high winds,2005
1625,200501CW10633,Slight,12/05/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,17:08,Fine no high winds,2005
1626,200501CW10635,Slight,13/05/2005,Friday,Daylight,1,2,0.0,0.0,Dry,30,13:50,Fine no high winds,2005
1627,200501CW10636,Slight,13/05/2005,Friday,Daylight,1,2,0.0,0.0,Dry,30,12:36,Fine no high winds,2005
1628,200501CW10638,Slight,14/05/2005,Saturday,Daylight,1,1,0.0,0.0,Dry,30,12:32,Fine no high winds,2005
1629,200501CW10639,Serious,14/05/2005,Saturday,Darkness - lights lit,1,1,0.0,8.0,Dry,40,1:50,Fine no high winds,2005
1630,200501CW10640,Serious,15/05/2005,Sunday,Daylight,3,1,0.0,0.0,Dry,30,13:39,Fine no high winds,2005
1631,200501CW10641,Slight,12/05/2005,Thursday,Daylight,1,2,0.0,5.0,Dry,30,11:36,Fine no high winds,2005
1632,200501CW10641,Slight,12/05/2005,Thursday,Daylight,1,2,0.0,5.0,Dry,30,11:36,Fine no high winds,2005
1633,200501CW10642,Slight,16/05/2005,Monday,Daylight,1,2,0.0,0.0,Wet or damp,30,19:20,Raining no high winds,2005
1634,200501CW10642,Slight,16/05/2005,Monday,Daylight,1,2,0.0,0.0,Wet or damp,30,19:20,Raining no high winds,2005
1635,200501CW10643,Slight,16/05/2005,Monday,Daylight,1,2,0.0,0.0,Dry,30,19:32,Fine no high winds,2005
1636,200501CW10644,Slight,16/05/2005,Monday,Daylight,1,2,0.0,5.0,Dry,30,8:00,Fine no high winds,2005
1637,200501CW10645,Slight,16/05/2005,Monday,Daylight,1,2,0.0,0.0,Wet or damp,30,17:30,Raining no high winds,2005
1638,200501CW10646,Slight,16/05/2005,Monday,Daylight,1,2,0.0,0.0,Dry,40,9:41,Fine no high winds,2005
1639,200501CW10647,Slight,17/05/2005,Tuesday,Daylight,1,2,0.0,5.0,Dry,30,9:52,Fine no high winds,2005
1640,200501CW10648,Slight,17/05/2005,Tuesday,Daylight,1,1,0.0,0.0,Dry,30,15:19,Fine no high winds,2005
1641,200501CW10650,Slight,17/05/2005,Tuesday,Darkness - lights lit,2,2,0.0,0.0,Dry,30,21:01,Fine no high winds,2005
1642,200501CW10651,Serious,18/05/2005,Wednesday,Darkness - lights lit,2,3,0.0,5.0,Dry,30,23:03,Fine no high winds,2005
1643,200501CW10652,Slight,18/05/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,7:10,Fine no high winds,2005
1644,200501CW10653,Slight,02/03/2005,Wednesday,Darkness - lights lit,1,2,0.0,0.0,Wet or damp,30,18:50,Raining no high winds,2005
1645,200501CW10654,Slight,02/03/2005,Wednesday,Daylight,1,3,0.0,5.0,Wet or damp,30,14:30,Raining no high winds,2005
1646,200501CW10654,Slight,02/03/2005,Wednesday,Daylight,1,3,0.0,5.0,Wet or damp,30,14:30,Raining no high winds,2005
1647,200501CW10655,Slight,04/03/2005,Friday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,21:30,Fine no high winds,2005
1648,200501CW10656,Slight,05/03/2005,Saturday,Darkness - lights lit,1,2,0.0,4.0,Dry,30,23:24,Fine no high winds,2005
1649,200501CW10657,Slight,06/03/2005,Sunday,Daylight,1,2,0.0,0.0,Dry,30,17:14,Fine no high winds,2005
1650,200501CW10658,Slight,09/03/2005,Wednesday,Daylight,1,2,0.0,5.0,Dry,30,16:45,Fine no high winds,2005
1651,200501CW10659,Slight,10/03/2005,Thursday,Daylight,1,1,0.0,0.0,Dry,30,9:30,Fog or mist,2005
1652,200501CW10660,Slight,12/03/2005,Saturday,Daylight,1,1,0.0,5.0,Dry,30,12:45,Fine no high winds,2005
1653,200501CW10661,Slight,04/04/2005,Monday,Daylight,1,1,0.0,0.0,Wet or damp,30,11:25,Unknown,2005
1654,200501CW10663,Slight,16/02/2005,Wednesday,Darkness - lights lit,2,2,0.0,1.0,Dry,30,21:27,Fine no high winds,2005
1655,200501CW10664,Slight,28/03/2005,Monday,Darkness - lights lit,2,3,0.0,5.0,Dry,30,0:01,Fine no high winds,2005
1656,200501CW10665,Slight,25/04/2005,Monday,Daylight,1,2,0.0,5.0,Wet or damp,30,8:30,Raining no high winds,2005
1657,200501CW10666,Slight,20/04/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,9:15,Fine no high winds,2005
1658,200501CW10667,Slight,26/04/2005,Tuesday,Daylight,1,2,0.0,5.0,Dry,30,16:00,Fine no high winds,2005
1659,200501CW10669,Slight,06/05/2005,Friday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,22:35,Fine no high winds,2005
1660,200501CW10670,Slight,10/05/2005,Tuesday,Daylight,1,2,0.0,1.0,Dry,30,17:00,Fine no high winds,2005
1661,200501CW10672,Slight,16/05/2005,Monday,Daylight,1,2,0.0,5.0,Dry,30,7:37,Fine no high winds,2005
1662,200501CW10674,Serious,16/05/2005,Monday,Darkness - lights unlit,1,1,0.0,0.0,Wet or damp,30,20:23,Raining no high winds,2005
1663,200501CW10675,Slight,17/05/2005,Tuesday,Daylight,1,1,0.0,0.0,Dry,30,16:30,Fine no high winds,2005
1664,200501CW10676,Slight,18/05/2005,Wednesday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,23:00,Fine no high winds,2005
1665,200501CW10676,Slight,18/05/2005,Wednesday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,23:00,Fine no high winds,2005
1666,200501CW10677,Slight,18/05/2005,Wednesday,Daylight,1,3,0.0,0.0,Dry,30,12:00,Fine no high winds,2005
1667,200501CW10678,Slight,19/05/2005,Thursday,Daylight,1,2,0.0,0.0,Wet or damp,30,12:59,Raining no high winds,2005
1668,200501CW10679,Slight,19/05/2005,Thursday,Daylight,1,1,0.0,0.0,Dry,30,11:55,Fine no high winds,2005
1669,200501CW10680,Slight,19/05/2005,Thursday,Darkness - lights lit,2,1,0.0,1.0,Wet or damp,30,23:10,Raining no high winds,2005
1670,200501CW10681,Slight,20/05/2005,Friday,Daylight,1,1,0.0,5.0,Dry,30,14:36,Fine no high winds,2005
1671,200501CW10683,Slight,22/05/2005,Sunday,Daylight,3,5,0.0,0.0,Dry,50,20:40,Fine no high winds,2005
1672,200501CW10684,Slight,25/05/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,17:40,Fine no high winds,2005
1673,200501CW10686,Slight,25/05/2005,Wednesday,Daylight,1,1,0.0,0.0,Dry,30,8:25,Fine no high winds,2005
1674,200501CW10688,Slight,10/05/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,7:45,Fine no high winds,2005
1675,200501CW10692,Slight,25/05/2005,Wednesday,Daylight,1,3,0.0,0.0,Dry,30,7:10,Fine no high winds,2005
1676,200501CW10693,Slight,26/05/2005,Thursday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,22:05,Fine no high winds,2005
1677,200501CW10694,Slight,26/05/2005,Thursday,Daylight,1,2,0.0,1.0,Dry,30,12:04,Fine no high winds,2005
1678,200501CW10695,Slight,26/05/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,8:34,Fine no high winds,2005
1679,200501CW10696,Slight,13/03/2005,Sunday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,20:20,Fine no high winds,2005
1680,200501CW10697,Slight,16/03/2005,Wednesday,Daylight,1,2,0.0,5.0,Dry,30,9:40,Fine no high winds,2005
1681,200501CW10698,Slight,28/04/2005,Thursday,Darkness - lights lit,1,2,0.0,0.0,Wet or damp,30,23:45,Raining no high winds,2005
1682,200501CW10699,Slight,13/05/2005,Friday,Darkness - lights lit,1,1,0.0,5.0,Dry,30,22:15,Fine no high winds,2005
1683,200501CW10700,Slight,15/05/2005,Sunday,Daylight,2,1,0.0,5.0,Dry,30,12:15,Fine no high winds,2005
1684,200501CW10701,Slight,21/05/2005,Saturday,Daylight,1,1,0.0,0.0,Dry,30,14:58,Fine no high winds,2005
1685,200501CW10702,Slight,24/05/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,18:40,Fine no high winds,2005
1686,200501CW10703,Slight,21/05/2005,Saturday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,4:15,Fine no high winds,2005
1687,200501CW10705,Slight,25/04/2005,Monday,Daylight,1,1,0.0,0.0,Dry,30,17:05,Fine no high winds,2005
1688,200501CW10706,Slight,24/05/2005,Tuesday,Daylight,1,1,0.0,1.0,Dry,30,18:05,Fine no high winds,2005
1689,200501CW10707,Slight,25/05/2005,Wednesday,Daylight,1,2,0.0,5.0,Dry,30,9:04,Fine no high winds,2005
1690,200501CW10708,Slight,19/05/2005,Thursday,Darkness - lights lit,1,1,0.0,0.0,Wet or damp,30,1:02,Raining no high winds,2005
1691,200501CW10709,Slight,25/05/2005,Wednesday,Daylight,1,1,0.0,1.0,Dry,30,14:40,Fine no high winds,2005
1692,200501CW10710,Slight,25/05/2005,Wednesday,Daylight,1,2,0.0,5.0,Dry,30,12:28,Fine no high winds,2005
1693,200501CW10711,Slight,24/05/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,18:15,Fine no high winds,2005
1694,200501CW10712,Slight,25/05/2005,Wednesday,Daylight,1,2,0.0,5.0,Dry,30,17:30,Fine no high winds,2005
1695,200501CW10713,Slight,26/05/2005,Thursday,Daylight,1,1,0.0,5.0,Dry,30,11:00,Fine no high winds,2005
1696,200501CW10714,Slight,26/05/2005,Thursday,Daylight,1,2,0.0,5.0,Dry,30,8:20,Fine no high winds,2005
1697,200501CW10715,Slight,26/05/2005,Thursday,Daylight,2,2,0.0,5.0,Dry,30,11:45,Fine no high winds,2005
1698,200501CW10717,Slight,26/05/2005,Thursday,Daylight,1,3,0.0,5.0,Dry,30,7:56,Fine no high winds,2005
1699,200501CW10718,Serious,27/05/2005,Friday,Daylight,1,1,0.0,0.0,Dry,30,17:08,Fine no high winds,2005
1700,200501CW10719,Slight,27/05/2005,Friday,Daylight,1,3,0.0,5.0,Dry,30,8:30,Fine no high winds,2005
1701,200501CW10720,Slight,27/05/2005,Friday,Daylight,1,2,0.0,0.0,Dry,30,12:40,Fine no high winds,2005
1702,200501CW10721,Slight,27/05/2005,Friday,Daylight,1,1,0.0,5.0,Dry,30,11:25,Fine no high winds,2005
1703,200501CW10722,Slight,27/05/2005,Friday,Daylight,1,1,0.0,0.0,Dry,30,12:40,Fine no high winds,2005
1704,200501CW10724,Slight,28/05/2005,Saturday,Daylight,1,1,0.0,0.0,Dry,30,12:15,Fine no high winds,2005
1705,200501CW10725,Slight,28/05/2005,Saturday,Daylight,1,1,0.0,5.0,Dry,30,16:50,Fine no high winds,2005
1706,200501CW10726,Slight,28/05/2005,Saturday,Daylight,2,3,0.0,0.0,Dry,30,15:20,Fine no high winds,2005
1707,200501CW10727,Slight,28/05/2005,Saturday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,21:52,Fine no high winds,2005
1708,200501CW10728,Slight,28/05/2005,Saturday,Daylight,1,2,0.0,1.0,Dry,30,15:50,Fine no high winds,2005
1709,200501CW10729,Slight,31/05/2005,Tuesday,Daylight,1,2,0.0,1.0,Dry,30,18:48,Fine no high winds,2005
1710,200501CW10730,Serious,29/05/2005,Sunday,Daylight,1,1,0.0,5.0,Dry,30,19:25,Fine no high winds,2005
1711,200501CW10731,Slight,30/05/2005,Monday,Darkness - lights unlit,1,1,0.0,8.0,Wet or damp,30,6:30,Raining no high winds,2005
1712,200501CW10732,Slight,31/05/2005,Tuesday,Daylight,1,1,0.0,0.0,Dry,30,11:10,Fine no high winds,2005
1713,200501CW10733,Slight,31/05/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,18:05,Fine no high winds,2005
1714,200501CW10735,Slight,02/06/2005,Thursday,Daylight,1,2,0.0,8.0,Dry,30,14:00,Fine no high winds,2005
1715,200501CW10735,Slight,02/06/2005,Thursday,Daylight,1,2,0.0,8.0,Dry,30,14:00,Fine no high winds,2005
1716,200501CW10736,Slight,02/06/2005,Thursday,Daylight,1,3,0.0,0.0,Dry,30,8:46,Fine no high winds,2005
1717,200501CW10737,Slight,02/06/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,9:15,Fine no high winds,2005
1718,200501CW10738,Serious,03/06/2005,Friday,Daylight,1,1,0.0,0.0,Wet or damp,30,17:47,Fine no high winds,2005
1719,200501CW10739,Slight,03/06/2005,Friday,Daylight,1,1,0.0,4.0,Dry,30,13:46,Fine no high winds,2005
1720,200501CW10740,Slight,03/06/2005,Friday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,3:45,Fine no high winds,2005
1721,200501CW10741,Slight,03/06/2005,Friday,Daylight,1,2,0.0,0.0,Wet or damp,30,16:54,Raining no high winds,2005
1722,200501CW10742,Slight,03/06/2005,Friday,Daylight,1,2,0.0,1.0,Dry,30,16:57,Fine no high winds,2005
1723,200501CW10742,Slight,03/06/2005,Friday,Daylight,1,2,0.0,1.0,Dry,30,16:57,Fine no high winds,2005
1724,200501CW10744,Slight,04/06/2005,Saturday,Daylight,1,2,0.0,0.0,Dry,30,7:45,Fine no high winds,2005
1725,200501CW10745,Serious,04/06/2005,Saturday,Daylight,1,2,0.0,0.0,Dry,30,12:08,Fine no high winds,2005
1726,200501CW10746,Slight,04/06/2005,Saturday,Daylight,1,1,0.0,5.0,Dry,30,17:15,Fine no high winds,2005
1727,200501CW10747,Serious,05/06/2005,Sunday,Daylight,1,1,0.0,0.0,Dry,30,13:38,Fine no high winds,2005
1728,200501CW10748,Slight,05/06/2005,Sunday,Darkness - lights lit,1,2,0.0,0.0,Wet or damp,30,23:05,Fine no high winds,2005
1729,200501CW10749,Slight,05/06/2005,Sunday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,21:02,Fine no high winds,2005
1730,200501CW10749,Slight,05/06/2005,Sunday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,21:02,Fine no high winds,2005
1731,200501CW10750,Slight,07/06/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,21:12,Fine no high winds,2005
1732,200501CW10751,Serious,07/06/2005,Tuesday,Daylight,1,1,0.0,5.0,Dry,30,13:49,Fine no high winds,2005
1733,200501CW10752,Slight,07/06/2005,Tuesday,Daylight,1,3,0.0,0.0,Dry,30,9:15,Fine no high winds,2005
1734,200501CW10753,Slight,07/05/2005,Saturday,Darkness - lights lit,1,3,0.0,0.0,Dry,30,3:00,Fine no high winds,2005
1735,200501CW10754,Slight,07/06/2005,Tuesday,Daylight,2,2,0.0,0.0,Dry,30,12:10,Fine no high winds,2005
1736,200501CW10755,Serious,01/06/2005,Wednesday,Daylight,1,1,0.0,5.0,Dry,30,16:25,Fine no high winds,2005
1737,200501CW10756,Serious,07/06/2005,Tuesday,Daylight,1,1,0.0,5.0,Dry,30,20:45,Fine no high winds,2005
1738,200501CW10757,Slight,13/06/2005,Monday,Daylight,1,2,0.0,0.0,Dry,30,12:10,Fine no high winds,2005
1739,200501CW10758,Slight,07/06/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,15:31,Fine no high winds,2005
1740,200501CW10760,Slight,08/06/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,13:30,Fine no high winds,2005
1741,200501CW10761,Slight,08/06/2005,Wednesday,Daylight,1,1,0.0,5.0,Dry,30,8:48,Fine no high winds,2005
1742,200501CW10762,Slight,09/06/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,9:30,Fine no high winds,2005
1743,200501CW10763,Slight,09/06/2005,Thursday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,3:31,Fine no high winds,2005
1744,200501CW10764,Slight,09/06/2005,Thursday,Daylight,1,1,0.0,0.0,Dry,30,13:20,Fine no high winds,2005
1745,200501CW10765,Slight,09/06/2005,Thursday,Daylight,1,2,0.0,5.0,Dry,30,14:18,Fine no high winds,2005
1746,200501CW10765,Slight,09/06/2005,Thursday,Daylight,1,2,0.0,5.0,Dry,30,14:18,Fine no high winds,2005
1747,200501CW10766,Slight,09/06/2005,Thursday,Daylight,1,1,0.0,0.0,Dry,30,16:20,Fine no high winds,2005
1748,200501CW10767,Slight,09/06/2005,Thursday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,1:50,Fine no high winds,2005
1749,200501CW10768,Slight,10/06/2005,Friday,Daylight,1,1,0.0,0.0,Dry,30,17:25,Fine no high winds,2005
1750,200501CW10769,Slight,10/06/2005,Friday,Daylight,1,1,0.0,5.0,Dry,30,11:30,Fine no high winds,2005
1751,200501CW10771,Slight,26/03/2005,Saturday,Daylight,1,1,0.0,0.0,Dry,30,14:00,Fine no high winds,2005
1752,200501CW10772,Slight,14/05/2005,Saturday,Daylight,1,2,0.0,5.0,Dry,30,18:30,Fine no high winds,2005
1753,200501CW10773,Slight,12/06/2005,Sunday,Daylight,1,1,0.0,5.0,Dry,30,17:37,Fine no high winds,2005
1754,200501CW10774,Serious,08/05/2005,Sunday,Daylight,1,2,0.0,4.0,Dry,30,12:25,Fine no high winds,2005
1755,200501CW10774,Serious,08/05/2005,Sunday,Daylight,1,2,0.0,4.0,Dry,30,12:25,Fine no high winds,2005
1756,200501CW10775,Slight,16/05/2005,Monday,Daylight,1,2,0.0,1.0,Dry,30,8:50,Fine no high winds,2005
1757,200501CW10776,Slight,21/05/2005,Saturday,Darkness - lights lit,1,1,0.0,5.0,Dry,30,3:25,Fine no high winds,2005
1758,200501CW10777,Slight,26/05/2005,Thursday,Daylight,1,1,0.0,0.0,Dry,30,19:45,Fine no high winds,2005
1759,200501CW10778,Slight,01/06/2005,Wednesday,Daylight,1,1,0.0,0.0,Dry,30,17:40,Fine no high winds,2005
1760,200501CW10779,Slight,10/05/2005,Tuesday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,3:47,Fine no high winds,2005
1761,200501CW10781,Serious,27/05/2005,Friday,Darkness - lights lit,4,3,0.0,0.0,Dry,30,1:05,Fine no high winds,2005
1762,200501CW10782,Serious,22/06/2005,Wednesday,Daylight,1,1,0.0,0.0,Dry,30,12:20,Fine no high winds,2005
1763,200501CW10783,Slight,28/05/2005,Saturday,Daylight,2,2,0.0,5.0,Dry,30,16:11,Fine no high winds,2005
1764,200501CW10784,Slight,21/06/2005,Tuesday,Daylight,1,1,0.0,0.0,Dry,30,11:05,Fine no high winds,2005
1765,200501CW10785,Slight,17/06/2005,Friday,Daylight,1,1,0.0,5.0,Dry,30,16:05,Fine no high winds,2005
1766,200501CW10786,Slight,08/06/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,15:50,Fine no high winds,2005
1767,200501CW10787,Serious,10/06/2005,Friday,Daylight,1,1,0.0,0.0,Dry,30,13:55,Fine no high winds,2005
1768,200501CW10788,Slight,12/06/2005,Sunday,Daylight,2,1,0.0,5.0,Dry,30,17:50,Fine no high winds,2005
1769,200501CW10789,Slight,11/06/2005,Saturday,Darkness - lights lit,1,2,0.0,5.0,Wet or damp,30,21:29,Raining no high winds,2005
1770,200501CW10790,Slight,14/06/2005,Tuesday,Daylight,1,1,0.0,0.0,Dry,30,12:20,Fine no high winds,2005
1771,200501CW10791,Slight,27/06/2005,Monday,Daylight,1,2,0.0,5.0,Dry,30,9:38,Fine no high winds,2005
1772,200501CW10793,Slight,19/06/2005,Sunday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,1:45,Fine no high winds,2005
1773,200501CW10794,Slight,02/06/2005,Thursday,Darkness - lights lit,1,1,0.0,5.0,Dry,30,23:00,Fine no high winds,2005
1774,200501CW10796,Slight,16/06/2005,Thursday,Daylight,1,2,0.0,5.0,Dry,30,17:55,Fine no high winds,2005
1775,200501CW10797,Serious,10/06/2005,Friday,Daylight,1,2,0.0,0.0,Dry,30,9:28,Fine no high winds,2005
1776,200501CW10798,Slight,16/06/2005,Thursday,Daylight,1,1,0.0,0.0,Dry,30,9:20,Fine no high winds,2005
1777,200501CW10799,Slight,20/06/2005,Monday,Daylight,1,1,0.0,0.0,Dry,30,18:00,Fine no high winds,2005
